0,-0.227155
0.001,0.413557
0.002,-0.265201
0.003,-0.388041
0.004,-0.295597
0.005,-0.200105
0.006,-0.195261
0.007,0.0626429
0.008,-0.0687609
0.009,0.205344
0.01,-0.298089
0.011,0.280219
0.012,-0.528085
0.013,0.306937
0.014,-0.0843385
0.015,0.0593644
0.016,-0.686489
0.017,-0.442604
0.018,0.413824
0.019,0.713385
0.02,-0.0924041
0.021,0.215945
0.022,0.628888
0.023,0.627017
0.024,-0.645787
0.025,-0.360146
0.026,-0.137648
0.027,0.499846
0.028,-0.469004
0.029,-0.0920833
0.03,0.455693
0.031,0.0346032
0.032,0.170084
0.033,-0.099967
0.034,0.289475
0.035,0.339372
0.036,-0.156621
0.037,0.645075
0.038,0.22375
0.039,-0.204522
0.04,0.230211
0.041,-0.167225
0.042,-0.0330615
0.043,0.236597
0.044,-0.341993
0.045,-0.096231
0.046,-0.383996
0.047,-0.212659
0.048,0.352815
0.049,-0.488568
0.05,-0.1639
0.051,0.0228681
0.052,-0.482489
0.053,0.126168
0.054,-0.669722
0.055,0.107896
0.056,0.188086
0.057,-0.404571
0.058,-0.129116
0.059,0.24934
0.06,-0.0549412
0.061,-0.607958
0.062,0.0567353
0.063,0.14174
0.064,0.0651286
0.065,0.194747
0.066,0.191208
0.067,0.498211
0.068,-0.32387
0.069,-0.581487
0.07,0.329593
0.071,-0.0706483
0.072,-0.380591
0.073,0.433981
0.074,-0.13238
0.075,0.360301
0.076,0.178401
0.077,0.555505
0.078,0.204586
0.079,0.275405
0.08,-0.167462
0.081,-0.155786
0.082,0.6185
0.083,-0.0653601
0.084,0.116748
0.085,-0.510789
0.086,0.268408
0.087,0.0228886
0.088,0.222703
0.089,-0.0113051
0.09,-0.302094
0.091,0.669415
0.092,0.146169
0.093,-0.637363
0.094,0.164631
0.095,-0.110268
0.096,0.10292
0.097,0.622416
0.098,-0.0469018
0.099,0.694354
0.1,0.234346
0.101,-0.275424
0.102,0.78611
0.103,0.330403
0.104,0.344103
0.105,-0.396636
0.106,0.415716
0.107,0.321079
0.108,-0.202766
0.109,0.397543
0.11,0.300833
0.111,0.292927
0.112,0.352067
0.113,-0.129224
0.114,-0.338647
0.115,-0.14164
0.116,-0.396842
0.117,-0.0215842
0.118,0.40847
0.119,0.140956
0.12,0.219894
0.121,0.383635
0.122,-0.176134
0.123,-0.0129604
0.124,0.197006
0.125,0.551713
0.126,0.145091
0.127,-0.657139
0.128,0.326646
0.129,-0.291386
0.13,0.44205
0.131,-0.0487255
0.132,0.574123
0.133,0.294696
0.134,0.0993883
0.135,-0.293547
0.136,-0.246456
0.137,-0.692273
0.138,-0.806543
0.139,-0.5673
0.14,-0.327124
0.141,0.0824419
0.142,0.0753236
0.143,-0.292777
0.144,-0.362382
0.145,0.414655
0.146,0.0417036
0.147,-0.154972
0.148,-0.17103
0.149,0.139207
0.15,-0.601211
0.151,0.0558262
0.152,0.172328
0.153,0.466779
0.154,-0.237701
0.155,-0.025743
0.156,0.249135
0.157,0.548361
0.158,-0.515523
0.159,-0.633681
0.16,-0.187451
0.161,-0.0431651
0.162,0.131554
0.163,0.0484833
0.164,-0.225991
0.165,0.245915
0.166,0.0275064
0.167,-0.152395
0.168,0.0148134
0.169,0.422246
0.17,0.151714
0.171,-0.162565
0.172,-0.650805
0.173,-0.118479
0.174,0.0366419
0.175,-0.17846
0.176,0.135513
0.177,-0.419997
0.178,-0.15341
0.179,0.15852
0.18,-0.602831
0.181,0.13619
0.182,0.0125873
0.183,0.497895
0.184,-0.230258
0.185,-0.625563
0.186,0.236579
0.187,0.359136
0.188,0.244547
0.189,0.551374
0.19,-0.499054
0.191,-0.384932
0.192,0.151247
0.193,0.412361
0.194,0.814319
0.195,0.0239307
0.196,0.0798549
0.197,0.242632
0.198,-0.115825
0.199,-0.0395638
0.2,-0.0041479
0.201,0.00292913
0.202,0.590514
0.203,0.312129
0.204,-0.216447
0.205,0.0580557
0.206,-0.420911
0.207,-0.332285
0.208,-0.658264
0.209,-0.194905
0.21,-0.712839
0.211,0.674126
0.212,0.0163692
0.213,-0.799118
0.214,-0.490749
0.215,-0.516948
0.216,-0.983794
0.217,-0.0208823
0.218,-0.503447
0.219,0.0129892
0.22,-0.242067
0.221,-0.0955027
0.222,-0.262195
0.223,0.484618
0.224,-0.381593
0.225,-0.275765
0.226,0.0631946
0.227,-0.375685
0.228,-0.22775
0.229,-0.0762184
0.23,-1.06469
0.231,0.0190071
0.232,-0.0360576
0.233,0.591814
0.234,0.0153428
0.235,0.833443
0.236,0.392209
0.237,0.163583
0.238,0.796722
0.239,0.573162
0.24,0.467885
0.241,0.625029
0.242,0.88403
0.243,1.2492
0.244,0.698751
0.245,1.05621
0.246,0.899537
0.247,1.06846
0.248,0.895604
0.249,0.914528
0.25,0.477756
0.251,0.838263
0.252,0.790206
0.253,0.743637
0.254,0.927673
0.255,0.827339
0.256,0.483352
0.257,0.202177
0.258,0.452499
0.259,0.167528
0.26,0.0643839
0.261,0.073063
0.262,-0.0569369
0.263,-0.0955433
0.264,0.118571
0.265,-0.0950466
0.266,0.393171
0.267,0.147164
0.268,-0.340656
0.269,-0.122159
0.27,-0.221701
0.271,-0.000246944
0.272,0.617165
0.273,0.500982
0.274,0.090154
0.275,-0.144897
0.276,-0.274953
0.277,0.342937
0.278,0.00053238
0.279,0.172752
0.28,0.0165482
0.281,0.0859013
0.282,0.0253149
0.283,0.0960322
0.284,0.0622902
0.285,-0.0111261
0.286,-0.145172
0.287,-0.569883
0.288,-0.097849
0.289,-0.243499
0.29,0.268056
0.291,-0.178655
0.292,0.596139
0.293,0.25627
0.294,0.320231
0.295,0.122699
0.296,-0.301565
0.297,0.0103726
0.298,-0.0968026
0.299,-0.381092
0.3,0.204099
0.301,-0.0608322
0.302,0.51773
0.303,0.468763
0.304,-0.136376
0.305,-0.355512
0.306,-0.291871
0.307,0.0261826
0.308,0.0760549
0.309,-0.298128
0.31,-0.3181
0.311,0.159132
0.312,-0.0496328
0.313,0.142243
0.314,-0.229312
0.315,-0.687841
0.316,0.0197101
0.317,-0.0213994
0.318,-0.24922
0.319,0.154754
0.32,0.0225801
0.321,0.163129
0.322,-0.830252
0.323,0.151989
0.324,-0.116442
0.325,0.0319968
0.326,0.388727
0.327,-0.405997
0.328,-0.167258
0.329,0.182237
0.33,0.309755
0.331,0.00481564
0.332,0.314572
0.333,0.402443
0.334,0.303209
0.335,-0.166807
0.336,0.205822
0.337,0.289397
0.338,0.103184
0.339,0.400956
0.34,-0.553314
0.341,0.569745
0.342,0.19156
0.343,-0.207028
0.344,-0.180189
0.345,0.171563
0.346,-0.227994
0.347,0.324871
0.348,-0.0647412
0.349,0.113971
0.35,0.499302
0.351,-0.413843
0.352,-0.321914
0.353,0.461751
0.354,0.0441383
0.355,0.994
0.356,0.100538
0.357,0.0456297
0.358,-0.368853
0.359,-0.241884
0.36,-0.522272
0.361,-0.389752
0.362,0.454308
0.363,-0.390568
0.364,-0.17358
0.365,0.563548
0.366,0.214187
0.367,0.214512
0.368,-0.485754
0.369,-0.0542957
0.37,0.0774859
0.371,0.531761
0.372,-0.225481
0.373,-0.173206
0.374,-0.288488
0.375,0.469632
0.376,-0.0176693
0.377,-0.739874
0.378,0.0218723
0.379,-0.384066
0.38,0.264063
0.381,-0.201575
0.382,-0.31955
0.383,0.0628827
0.384,0.239328
0.385,-0.111795
0.386,0.388747
0.387,0.0375831
0.388,0.048324
0.389,0.6616
0.39,0.255922
0.391,-0.520945
0.392,0.144434
0.393,-0.0110982
0.394,0.245331
0.395,-0.279449
0.396,-0.286907
0.397,-0.403923
0.398,-0.0398822
0.399,-0.576112
0.4,0.080222
0.401,0.313925
